Date,Store ID,Product Name,Category,Region,Year,Quarter,Day,DayOfWeek,EWMA
2022-06-30,1,3,2,1,2022,2,30,3,125.60882530540536
2022-06-30,1,13,3,1,2022,2,30,3,121.39850687870427
2022-06-30,1,8,2,1,2022,2,30,3,109.54209894347773
2022-06-30,1,17,3,1,2022,2,30,3,125.67576734508158
2022-06-30,1,7,0,1,2022,2,30,3,138.16877689136905
2022-06-30,1,11,0,1,2022,2,30,3,123.08432129023086
2022-06-30,1,1,2,1,2022,2,30,3,120.95500610542814
2022-06-30,1,16,2,1,2022,2,30,3,141.17921178676366
2022-06-30,1,10,3,1,2022,2,30,3,133.56250738892663
2022-06-30,1,15,0,1,2022,2,30,3,134.53365635428122
2022-06-30,2,2,0,2,2022,2,30,3,126.94862165930316
2022-06-30,2,19,1,2,2022,2,30,3,168.00700569417683
2022-06-30,2,12,3,2,2022,2,30,3,125.16244961886444
2022-06-30,2,18,2,2,2022,2,30,3,129.38883784831143
2022-06-30,2,0,4,2,2022,2,30,3,128.2488236695706
2022-06-30,2,5,4,2,2022,2,30,3,144.63513177770258
2022-06-30,2,4,2,2,2022,2,30,3,117.74903209663087
2022-06-30,2,14,4,2,2022,2,30,3,147.00396659368656
2022-06-30,2,9,0,2,2022,2,30,3,118.00497917226485
2022-06-30,2,3,2,2,2022,2,30,3,122.32074818017584
2022-06-30,2,13,0,2,2022,2,30,3,161.54887151483467
2022-06-30,2,8,1,2,2022,2,30,3,137.97248333967022
2022-06-30,2,17,0,2,2022,2,30,3,131.29794183025913
2022-06-30,2,11,1,2,2022,2,30,3,136.29301269835483
2022-06-30,2,1,0,2,2022,2,30,3,153.54814279834864
2022-06-30,2,16,4,2,2022,2,30,3,113.12737998315072
2022-06-30,2,10,4,2,2022,2,30,3,164.71064175182636
2022-06-30,2,15,4,2,2022,2,30,3,140.3298430485034
2022-06-30,3,6,3,3,2022,2,30,3,124.55738110767362
2022-06-30,3,2,1,3,2022,2,30,3,104.20369030943348
2022-06-30,3,19,0,3,2022,2,30,3,128.79098598514526
2022-06-30,3,12,0,3,2022,2,30,3,131.33777252972533
2022-06-30,3,18,4,3,2022,2,30,3,174.39923376158498
2022-06-30,3,0,0,3,2022,2,30,3,135.1016699878406
2022-06-30,3,5,1,3,2022,2,30,3,118.39160616323898
2022-06-30,3,4,2,3,2022,2,30,3,136.17043914914
2022-06-30,3,14,3,3,2022,2,30,3,118.39351437984043
2022-06-30,3,9,4,3,2022,2,30,3,132.5855668788626
2022-06-30,3,3,1,3,2022,2,30,3,143.50178421719264
2022-06-30,3,13,3,3,2022,2,30,3,139.44418915959884
2022-06-30,3,8,2,3,2022,2,30,3,137.50069157319243
2022-06-30,3,17,1,3,2022,2,30,3,156.20258723271954
2022-06-30,3,7,4,3,2022,2,30,3,148.21667134710307
2022-06-30,3,11,3,3,2022,2,30,3,121.58979860979235
2022-06-30,3,1,3,3,2022,2,30,3,144.20648847874068
2022-06-30,3,16,2,3,2022,2,30,3,129.87436694268067
2022-06-30,3,10,0,3,2022,2,30,3,134.0459231394103
2022-06-30,3,15,0,3,2022,2,30,3,115.68401338673718
2022-06-30,4,6,4,2,2022,2,30,3,125.9747870429525
2022-06-30,4,2,3,2,2022,2,30,3,138.7847953268631
2022-06-30,4,19,1,2,2022,2,30,3,125.71495738230578
2022-06-30,4,18,3,2,2022,2,30,3,108.87750374334269
2022-06-30,4,0,0,2,2022,2,30,3,129.36257954012942
2022-06-30,4,5,2,2,2022,2,30,3,146.35574325423363
2022-06-30,4,14,4,2,2022,2,30,3,135.67050896211398
2022-06-30,4,9,1,2,2022,2,30,3,147.127684124852
2022-06-30,4,3,0,2,2022,2,30,3,129.93999528580815
2022-06-30,4,13,2,2,2022,2,30,3,119.20315297815122
2022-06-30,4,8,3,2,2022,2,30,3,134.72921880227878
2022-06-30,4,17,3,2,2022,2,30,3,137.17144371066126
2022-06-30,4,7,4,2,2022,2,30,3,130.16227208668386
2022-06-30,4,11,2,2,2022,2,30,3,164.82187224742609
2022-06-30,4,1,2,2,2022,2,30,3,107.77216914892476
2022-06-30,4,16,1,2,2022,2,30,3,142.67060781756976
2022-06-30,4,10,3,2,2022,2,30,3,114.19263540892283
2022-06-30,4,15,0,2,2022,2,30,3,119.94372143516554
2022-07-01,0,6,2,0,2022,3,1,4,129.85670519072298
2022-07-01,0,2,2,0,2022,3,1,4,115.693046963424
2022-07-01,0,19,1,0,2022,3,1,4,123.52252376260466
2022-07-01,0,12,3,0,2022,3,1,4,119.94552730064254
2022-07-01,0,18,1,0,2022,3,1,4,117.33593196410291
2022-07-01,0,0,4,0,2022,3,1,4,132.4244134156533
2022-07-01,0,5,2,0,2022,3,1,4,140.27401998422476
2022-07-01,0,4,0,0,2022,3,1,4,133.58425189981256
2022-07-01,0,14,0,0,2022,3,1,4,127.408593031222
2022-07-01,0,9,1,0,2022,3,1,4,140.2512972965884
2022-07-01,0,3,0,0,2022,3,1,4,125.8043704796712
2022-07-01,0,13,3,0,2022,3,1,4,126.03091211946642
2022-07-01,0,8,3,0,2022,3,1,4,116.45792703962397
2022-07-01,0,17,3,0,2022,3,1,4,100.96274290007703
2022-07-01,0,7,3,0,2022,3,1,4,141.45312568909364
2022-07-01,0,11,2,0,2022,3,1,4,103.77858722378723
2022-07-01,0,16,4,0,2022,3,1,4,158.5367683932589
2022-07-01,0,10,0,0,2022,3,1,4,119.25349755475449
2022-07-01,0,15,3,0,2022,3,1,4,140.0902833242898
2022-07-01,1,6,1,1,2022,3,1,4,141.3841459124206
2022-07-01,1,2,3,1,2022,3,1,4,120.85999563006189
2022-07-01,1,19,1,1,2022,3,1,4,121.36777300909222
2022-07-01,1,18,1,1,2022,3,1,4,132.43672331590352
2022-07-01,1,0,1,1,2022,3,1,4,128.73474516840196
2022-07-01,1,5,3,1,2022,3,1,4,127.0851678678251
2022-07-01,1,4,3,1,2022,3,1,4,122.60294797351932
2022-07-01,1,14,0,1,2022,3,1,4,147.78655948531085
2022-07-01,1,9,4,1,2022,3,1,4,109.07181645261616
2022-07-01,1,3,2,1,2022,3,1,4,125.84542868803736
2022-07-01,1,13,0,1,2022,3,1,4,121.78927171298517
2022-07-01,1,8,2,1,2022,3,1,4,110.29479667238584
2022-07-01,1,17,1,1,2022,3,1,4,126.18832786389714
2022-07-01,1,7,3,1,2022,3,1,4,137.57074103569715
2022-07-01,1,11,1,1,2022,3,1,4,121.55002613519329
2022-07-01,1,1,1,1,2022,3,1,4,121.11429372982374
2022-07-01,1,16,4,1,2022,3,1,4,139.70553185309257
2022-07-01,1,10,0,1,2022,3,1,4,132.93336988442164
2022-07-01,1,15,0,1,2022,3,1,4,134.59583604345934
2022-07-01,2,2,4,2,2022,3,1,4,127.3337723523796
2022-07-01,2,19,3,2,2022,3,1,4,167.91089656993148
2022-07-01,2,12,4,2,2022,3,1,4,125.7054878049328
2022-07-01,2,18,2,2,2022,3,1,4,129.38549348479157
2022-07-01,2,0,0,2,2022,3,1,4,130.69246188751427
2022-07-01,2,5,3,2,2022,3,1,4,143.9751336506214
2022-07-01,2,4,4,2,2022,3,1,4,118.83010011476861
2022-07-01,2,14,2,2,2022,3,1,4,147.40899747171514
2022-07-01,2,9,3,2,2022,3,1,4,117.27916202635252
2022-07-01,2,3,1,2,2022,3,1,4,123.36440566624881
2022-07-01,2,13,1,2,2022,3,1,4,162.63950688435528
2022-07-01,2,8,4,2,2022,3,1,4,138.06629427667065
2022-07-01,2,17,3,2,2022,3,1,4,130.97319532926142
2022-07-01,2,7,3,2,2022,3,1,4,153.08669778884342
2022-07-01,2,11,3,2,2022,3,1,4,136.32382068290573
2022-07-01,2,1,1,2,2022,3,1,4,153.95111381636784
2022-07-01,2,16,3,2,2022,3,1,4,112.79912582822803
2022-07-01,2,10,2,2,2022,3,1,4,164.91252764481888
2022-07-01,2,15,2,2,2022,3,1,4,140.0690100854178
2022-07-01,3,6,2,3,2022,3,1,4,125.93877867780628
2022-07-01,3,2,4,3,2022,3,1,4,106.70012972722145
2022-07-01,3,19,1,3,2022,3,1,4,128.2183153052323
2022-07-01,3,12,0,3,2022,3,1,4,130.7812365085631
2022-07-01,3,18,0,3,2022,3,1,4,175.61597021404734
2022-07-01,3,0,1,3,2022,3,1,4,133.66135829558868
2022-07-01,3,5,0,3,2022,3,1,4,118.57755125860803
2022-07-01,3,4,0,3,2022,3,1,4,136.16738406097286
2022-07-01,3,14,0,3,2022,3,1,4,118.64054527066091
2022-07-01,3,9,3,3,2022,3,1,4,133.89054338200282
2022-07-01,3,3,3,3,2022,3,1,4,144.18877142632826
2022-07-01,3,13,1,3,2022,3,1,4,139.57279589933856
2022-07-01,3,8,0,3,2022,3,1,4,136.60964906721074
2022-07-01,3,17,2,3,2022,3,1,4,157.71774222185454
2022-07-01,3,7,0,3,2022,3,1,4,147.14697084500628
2022-07-01,3,11,3,3,2022,3,1,4,122.81088700714793
2022-07-01,3,1,3,3,2022,3,1,4,142.62643711844765
2022-07-01,3,16,4,3,2022,3,1,4,129.67216843727243
2022-07-01,3,10,2,3,2022,3,1,4,134.87953445616117
2022-07-01,3,15,2,3,2022,3,1,4,115.45162030338938
2022-07-01,4,6,1,2,2022,3,1,4,125.94071158731523
2022-07-01,4,2,4,2,2022,3,1,4,138.1440402445457
2022-07-01,4,19,3,2,2022,3,1,4,125.0675579005806
2022-07-01,4,18,2,2,2022,3,1,4,109.7420446078319
2022-07-01,4,0,0,2,2022,3,1,4,129.7719277284374
2022-07-01,4,5,1,2,2022,3,1,4,146.95379554920174
2022-07-01,4,4,3,2,2022,3,1,4,4.146605033813112
2022-07-01,4,14,3,2,2022,3,1,4,134.62799432331764
2022-07-01,4,9,1,2,2022,3,1,4,147.9152842815452
2022-07-01,4,3,1,2,2022,3,1,4,130.5706743545188
2022-07-01,4,13,2,2,2022,3,1,4,118.624634422909
2022-07-01,4,8,1,2,2022,3,1,4,135.0488246212663
2022-07-01,4,17,4,2,2022,3,1,4,136.62914476886985
2022-07-01,4,7,4,2,2022,3,1,4,129.78535610730276
2022-07-01,4,11,2,2,2022,3,1,4,164.17956427214634
2022-07-01,4,1,0,2,2022,3,1,4,107.05216813565188
2022-07-01,4,16,4,2,2022,3,1,4,142.61495769822616
2022-07-01,4,10,0,2,2022,3,1,4,113.3068404331778
2022-07-01,4,15,3,2,2022,3,1,4,119.63237596651301
2022-07-02,0,6,4,0,2022,3,2,5,131.1362712046033
2022-07-02,0,2,4,0,2022,3,2,5,114.83689331414118
2022-07-02,0,19,2,0,2022,3,2,5,123.205326701192
2022-07-02,0,12,3,0,2022,3,2,5,120.50302879834524
2022-07-02,0,18,0,0,2022,3,2,5,118.09423413782525
2022-07-02,0,0,4,0,2022,3,2,5,130.78618950948643
2022-07-02,0,5,3,0,2022,3,2,5,140.61153064827997
2022-07-02,0,4,3,0,2022,3,2,5,135.4885292652835
2022-07-02,0,14,1,0,2022,3,2,5,126.7586968334866
2022-07-02,0,9,0,0,2022,3,2,5,140.91704007855344
2022-07-02,0,3,4,0,2022,3,2,5,125.65186310218743
2022-07-02,0,13,1,0,2022,3,2,5,125.6089797095115
2022-07-02,0,8,3,0,2022,3,2,5,115.6246093649516
2022-07-02,0,17,0,0,2022,3,2,5,101.23769865039142
2022-07-02,0,7,4,0,2022,3,2,5,140.74798222536558
2022-07-02,0,11,3,0,2022,3,2,5,103.25543364224882
2022-07-02,0,16,2,0,2022,3,2,5,158.44701804913387
2022-07-02,0,10,4,0,2022,3,2,5,118.25355259763842
2022-07-02,0,15,2,0,2022,3,2,5,140.06356438431678
2022-07-02,1,6,0,1,2022,3,2,5,142.47302845081745
2022-07-02,1,2,4,1,2022,3,2,5,121.53933585143201
2022-07-02,1,19,3,1,2022,3,2,5,121.25536170819677
2022-07-02,1,18,3,1,2022,3,2,5,131.0770627978352
2022-07-02,1,0,2,1,2022,3,2,5,128.7765013139276
2022-07-02,1,5,0,1,2022,3,2,5,126.0572179241378
2022-07-02,1,4,4,1,2022,3,2,5,123.13989818954957
2022-07-02,1,14,1,1,2022,3,2,5,147.37236083165652
2022-07-02,1,9,1,1,2022,3,2,5,107.95695437119801
2022-07-02,1,3,3,1,2022,3,2,5,126.04553888939523
2022-07-02,1,13,2,1,2022,3,2,5,122.2643275588598
2022-07-02,1,8,4,1,2022,3,2,5,111.11046251277642
2022-07-02,1,17,3,1,2022,3,2,5,126.70931826608827
2022-07-02,1,7,4,1,2022,3,2,5,136.885453662927
2022-07-02,1,11,3,1,2022,3,2,5,120.09788347140051
2022-07-02,1,1,4,1,2022,3,2,5,121.32065787509595
2022-07-02,1,16,2,1,2022,3,2,5,138.21409356106346
2022-07-02,1,10,0,1,2022,3,2,5,132.189096701027
2022-07-02,1,15,1,1,2022,3,2,5,134.7683103099353
2022-07-02,2,2,1,2,2022,3,2,5,127.76766435826883
2022-07-02,2,19,3,2,2022,3,2,5,167.61668689234523
2022-07-02,2,12,3,2,2022,3,2,5,126.26030231185393
2022-07-02,2,18,2,2,2022,3,2,5,129.4407058680569
2022-07-02,2,0,4,2,2022,3,2,5,133.10492408319087
2022-07-02,2,5,2,2,2022,3,2,5,143.30650156783975
2022-07-02,2,4,3,2,2022,3,2,5,119.89368692657334
2022-07-02,2,14,0,2,2022,3,2,5,147.66203924080037
2022-07-02,2,9,3,2,2022,3,2,5,116.45839819198949
2022-07-02,2,3,4,2,2022,3,2,5,124.44754987822174
2022-07-02,2,13,0,2,2022,3,2,5,163.50680321187778
2022-07-02,2,8,4,2,2022,3,2,5,138.16054553965418
2022-07-02,2,17,4,2,2022,3,2,5,130.76920548241523
2022-07-02,2,7,2,2,2022,3,2,5,152.4328041911519
2022-07-02,2,11,4,2,2022,3,2,5,136.33675207418577
2022-07-02,2,1,4,2,2022,3,2,5,154.28027857042045
2022-07-02,2,16,2,2,2022,3,2,5,112.53429014114741
2022-07-02,2,10,2,2,2022,3,2,5,165.03284277251709
2022-07-02,2,15,1,2,2022,3,2,5,139.84856918700402
2022-07-02,3,6,0,3,2022,3,2,5,127.33115396565242
2022-07-02,3,2,4,3,2022,3,2,5,109.39335803355516
2022-07-02,3,19,3,3,2022,3,2,5,127.59459388484461
2022-07-02,3,12,2,3,2022,3,2,5,130.1421104778604
2022-07-02,3,18,1,3,2022,3,2,5,176.75187751763195
2022-07-02,3,5,3,3,2022,3,2,5,118.80476521542664
2022-07-02,3,4,0,3,2022,3,2,5,136.10381191722485
2022-07-02,3,14,0,3,2022,3,2,5,118.9078951998907
2022-07-02,3,9,2,3,2022,3,2,5,135.22161190503155
2022-07-02,3,3,2,3,2022,3,2,5,144.93556198998627
2022-07-02,3,13,0,3,2022,3,2,5,139.71426493986206
2022-07-02,3,8,3,3,2022,3,2,5,135.67746713780565
2022-07-02,3,17,4,3,2022,3,2,5,159.11567291354478
2022-07-02,3,7,4,3,2022,3,2,5,145.81456990395395
2022-07-02,3,11,0,3,2022,3,2,5,124.08338569724663
2022-07-02,3,1,2,3,2022,3,2,5,141.0244370565258
2022-07-02,3,16,2,3,2022,3,2,5,129.43754601968442
2022-07-02,3,10,1,3,2022,3,2,5,135.83916207112753
2022-07-02,3,15,0,3,2022,3,2,5,115.19757573452468
2022-07-02,4,6,0,2,2022,3,2,5,125.76374874905359
2022-07-02,4,2,3,2,2022,3,2,5,137.3667866409114
2022-07-02,4,19,4,2,2022,3,2,5,124.4823362655427
2022-07-02,4,18,3,2,2022,3,2,5,110.83241670172907
2022-07-02,4,0,3,2,2022,3,2,5,130.1052441142729
2022-07-02,4,5,3,2,2022,3,2,5,147.5523135115124
2022-07-02,4,14,4,2,2022,3,2,5,133.48320243603305
2022-07-02,4,9,4,2,2022,3,2,5,148.65233750183148
2022-07-02,4,3,4,2,2022,3,2,5,131.36610218068375
2022-07-02,4,13,2,2,2022,3,2,5,118.0595452009079
2022-07-02,4,8,2,2,2022,3,2,5,135.3716214406317
2022-07-02,4,17,2,2,2022,3,2,5,136.057624338483
2022-07-02,4,11,1,2,2022,3,2,5,163.39574352149236
2022-07-02,4,1,1,2,2022,3,2,5,106.53649090620351
2022-07-02,4,16,4,2,2022,3,2,5,142.3689459087145
2022-07-02,4,10,0,2,2022,3,2,5,112.47706561123056
2022-07-02,4,15,1,2,2022,3,2,5,119.44660228553187
2022-07-03,0,6,1,0,2022,3,3,6,132.50043699960284
2022-07-03,0,2,3,0,2022,3,3,6,114.0526774649638
2022-07-03,0,19,4,0,2022,3,3,6,122.8699474242584
2022-07-03,0,12,2,0,2022,3,3,6,121.13583605022218
2022-07-03,0,18,1,0,2022,3,3,6,118.89365977390976
2022-07-03,0,0,2,0,2022,3,3,6,129.11811302059368
2022-07-03,0,5,3,0,2022,3,3,6,140.7745866542104
2022-07-03,0,4,3,0,2022,3,3,6,137.35635004622162
2022-07-03,0,14,1,0,2022,3,3,6,125.99687396692923
2022-07-03,0,9,4,0,2022,3,3,6,141.47130611088102
2022-07-03,0,3,2,0,2022,3,3,6,125.37248785037285
2022-07-03,0,13,0,0,2022,3,3,6,125.07938153481678
2022-07-03,0,8,4,0,2022,3,3,6,114.76014769447946
2022-07-03,0,17,4,0,2022,3,3,6,101.60777903535885
2022-07-03,0,7,1,0,2022,3,3,6,140.0436381781177
2022-07-03,0,11,3,0,2022,3,3,6,102.70326739735857
2022-07-03,0,16,1,0,2022,3,3,6,158.29881675929204
2022-07-03,0,10,1,0,2022,3,3,6,117.26728125821447
2022-07-03,0,15,2,0,2022,3,3,6,140.1606985972735
2022-07-03,1,6,4,1,2022,3,3,6,143.6795429042656
2022-07-03,1,2,0,1,2022,3,3,6,122.31949649586535
2022-07-03,1,18,4,1,2022,3,3,6,129.69843527522448
2022-07-03,1,0,2,1,2022,3,3,6,128.96942414382121
2022-07-03,1,5,4,1,2022,3,3,6,124.95830159280762
2022-07-03,1,4,4,1,2022,3,3,6,123.67579369656522
2022-07-03,1,14,2,1,2022,3,3,6,146.85571277709835
2022-07-03,1,9,1,1,2022,3,3,6,106.83484834965404
2022-07-03,1,3,1,1,2022,3,3,6,126.22226241922004
2022-07-03,1,13,0,1,2022,3,3,6,122.81560556707612
2022-07-03,1,8,0,1,2022,3,3,6,111.97713144214039
2022-07-03,1,17,3,1,2022,3,3,6,127.23338657690243
2022-07-03,1,7,1,1,2022,3,3,6,136.1288488242286
2022-07-03,1,11,3,1,2022,3,3,6,118.75862967588796
2022-07-03,1,1,4,1,2022,3,3,6,121.57131488932811
2022-07-03,1,16,2,1,2022,3,3,6,136.71911694802697
2022-07-03,1,10,1,1,2022,3,3,6,131.32481699537533
2022-07-03,1,15,1,1,2022,3,3,6,135.04089528171426
2022-07-03,2,6,2,2,2022,3,3,6,6.471446502159396
2022-07-03,2,2,3,2,2022,3,3,6,128.26705167406834
2022-07-03,2,19,4,2,2022,3,3,6,167.12741074794113
2022-07-03,2,12,1,2,2022,3,3,6,126.82657212351975
2022-07-03,2,18,1,2,2022,3,3,6,129.5533239292592
2022-07-03,2,0,0,2,2022,3,3,6,135.46902280610016
2022-07-03,2,4,3,2,2022,3,3,6,120.93660407183262
2022-07-03,2,14,0,2,2022,3,3,6,147.75284736554516
2022-07-03,2,9,2,2,2022,3,3,6,115.5578764377923
2022-07-03,2,3,3,2,2022,3,3,6,125.55495277233906
2022-07-03,2,13,1,2,2022,3,3,6,164.15419130904633
2022-07-03,2,8,1,2,2022,3,3,6,138.25263419890004
2022-07-03,2,17,4,2,2022,3,3,6,130.68475185113456
2022-07-03,2,7,0,2,2022,3,3,6,151.75713399449822
2022-07-03,2,11,4,2,2022,3,3,6,136.3460651552706
2022-07-03,2,1,4,2,2022,3,3,6,154.5240853846709
2022-07-03,2,16,4,2,2022,3,3,6,112.34335225191853
2022-07-03,2,10,0,2,2022,3,3,6,165.07109974124506
2022-07-03,2,15,3,2,2022,3,3,6,139.66891118626705
2022-07-03,3,6,1,3,2022,3,3,6,128.70672489719595
2022-07-03,3,2,2,3,2022,3,3,6,112.26087586894863
2022-07-03,3,19,2,3,2022,3,3,6,126.92992176179263
2022-07-03,3,12,0,3,2022,3,3,6,129.41952565157857
2022-07-03,3,18,2,3,2022,3,3,6,177.7883657555728
2022-07-03,3,0,0,3,2022,3,3,6,132.19656541342664
2022-07-03,3,5,2,3,2022,3,3,6,119.07120162715842
2022-07-03,3,4,0,3,2022,3,3,6,135.9788387322379
2022-07-03,3,14,0,3,2022,3,3,6,119.18698207644567
2022-07-03,3,9,0,3,2022,3,3,6,136.5726630908933
2022-07-03,3,3,4,3,2022,3,3,6,145.7294133656138
2022-07-03,3,13,0,3,2022,3,3,6,139.87165585074513
2022-07-03,3,8,1,3,2022,3,3,6,134.70569722787712
2022-07-03,3,17,2,3,2022,3,3,6,160.38308258077987
2022-07-03,3,7,0,3,2022,3,3,6,144.2361754824534
2022-07-03,3,11,3,3,2022,3,3,6,125.39733746820062
2022-07-03,3,1,4,3,2022,3,3,6,139.40717396712301
2022-07-03,3,16,2,3,2022,3,3,6,129.16449485902143
2022-07-03,3,10,2,3,2022,3,3,6,136.8968556593119
2022-07-03,3,15,4,3,2022,3,3,6,114.93129252663971
2022-07-03,4,6,4,2,2022,3,3,6,125.45656457796889
2022-07-03,4,2,2,2,2022,3,3,6,136.46645131135
2022-07-03,4,19,0,2,2022,3,3,6,123.9588893838992
2022-07-03,4,18,3,2,2022,3,3,6,112.14867715420115
2022-07-03,4,0,4,2,2022,3,3,6,130.37220105657485
2022-07-03,4,5,1,2,2022,3,3,6,148.13422874707152
2022-07-03,4,14,3,2,2022,3,3,6,132.24487866667175
2022-07-03,4,9,2,2,2022,3,3,6,149.3222204970004
2022-07-03,4,3,1,2,2022,3,3,6,132.32061505886912
2022-07-03,4,13,0,2,2022,3,3,6,117.5187333486007
2022-07-03,4,17,0,2,2022,3,3,6,135.456461398105
2022-07-03,4,7,4,2,2022,3,3,6,129.4208327221828
2022-07-03,4,11,4,2,2022,3,3,6,162.47854485033156
2022-07-03,4,1,1,2,2022,3,3,6,106.24147507917804
2022-07-03,4,16,2,2,2022,3,3,6,141.92188444720054
2022-07-03,4,10,2,2,2022,3,3,6,111.70793410978584
2022-07-03,4,15,2,2,2022,3,3,6,119.3931304615098
2022-07-04,0,6,0,0,2022,3,4,0,133.9353259276254
2022-07-04,0,19,2,0,2022,3,4,0,122.51697276153251
2022-07-04,0,12,4,0,2022,3,4,0,121.83247916249955
2022-07-04,0,18,1,0,2022,3,4,0,119.72494577874872
2022-07-04,0,0,1,0,2022,3,4,0,127.43929645523073
2022-07-04,0,5,0,0,2022,3,4,0,140.76183622742175
2022-07-04,0,4,1,0,2022,3,4,0,139.1671564788495
2022-07-04,0,14,0,0,2022,3,4,0,125.13238405160018
2022-07-04,0,9,4,0,2022,3,4,0,141.90513441416934
2022-07-04,0,3,0,0,2022,3,4,0,124.97636536430898
2022-07-04,0,13,0,0,2022,3,4,0,124.45778526523131
2022-07-04,0,8,3,0,2022,3,4,0,113.86006050032351
2022-07-04,0,17,1,0,2022,3,4,0,102.06821443029143
2022-07-04,0,7,2,0,2022,3,4,0,139.3423802735307
2022-07-04,0,11,1,0,2022,3,4,0,102.13312743529968
2022-07-04,0,16,0,0,2022,3,4,0,158.1016789462802
2022-07-04,0,10,4,0,2022,3,4,0,116.30892417878516
2022-07-04,0,15,3,0,2022,3,4,0,140.39638437614704
2022-07-04,1,6,0,1,2022,3,4,0,145.00281777127952
2022-07-04,1,2,0,1,2022,3,4,0,123.19181855958531
2022-07-04,1,19,0,1,2022,3,4,0,121.15816900238475
2022-07-04,1,18,2,1,2022,3,4,0,128.31883658018347
2022-07-04,1,0,2,1,2022,3,4,0,129.3001224454894
2022-07-04,1,5,0,1,2022,3,4,0,123.79122922996262
2022-07-04,1,4,1,1,2022,3,4,0,124.2140850911299
2022-07-04,1,14,4,1,2022,3,4,0,146.246807174455
2022-07-04,1,9,2,1,2022,3,4,0,105.71224352110673
2022-07-04,1,3,1,1,2022,3,4,0,126.388458442121
2022-07-04,1,13,1,1,2022,3,4,0,123.43433569797824
2022-07-04,1,8,3,1,2022,3,4,0,112.88267533336162
2022-07-04,1,17,2,1,2022,3,4,0,127.75516353332043
2022-07-04,1,7,2,1,2022,3,4,0,135.3169551580394
2022-07-04,1,11,0,1,2022,3,4,0,117.560909924861
2022-07-04,1,1,0,1,2022,3,4,0,121.86442219502143
2022-07-04,1,16,1,1,2022,3,4,0,135.2359574730827
2022-07-04,1,10,1,1,2022,3,4,0,130.33906477968168
2022-07-04,1,15,2,1,2022,3,4,0,135.40245793180745
2022-07-04,2,2,4,2,2022,3,4,0,128.8475152304668
2022-07-04,2,19,1,2,2022,3,4,0,166.451311114607
2022-07-04,2,12,4,2,2022,3,4,0,127.4028844776418
2022-07-04,2,18,2,2,2022,3,4,0,129.7211569986798
2022-07-04,2,0,2,2,2022,3,4,0,137.76872636671925
2022-07-04,2,5,3,2,2022,3,4,0,142.65024672139523
2022-07-04,2,4,1,2,2022,3,4,0,121.95770060105757
2022-07-04,2,14,4,2,2022,3,4,0,147.67272223467543
2022-07-04,2,9,2,2,2022,3,4,0,114.59434619117118
2022-07-04,2,3,3,2,2022,3,4,0,126.66937774286703
2022-07-04,2,13,1,2,2022,3,4,0,164.5891073724606
2022-07-04,2,8,1,2,2022,3,4,0,138.34019659422177
2022-07-04,2,17,3,2,2022,3,4,0,130.71699192012633
2022-07-04,2,7,4,2,2022,3,4,0,151.07060499140906
2022-07-04,2,11,4,2,2022,3,4,0,136.36527044987767
2022-07-04,2,1,3,2,2022,3,4,0,154.6722101150695
2022-07-04,2,16,2,2,2022,3,4,0,112.23727736005486
2022-07-04,2,10,0,2,2022,3,4,0,165.02780079502833
2022-07-04,2,15,1,2,2022,3,4,0,139.53102678171143
2022-07-04,3,6,0,3,2022,3,4,0,130.0396299584558
2022-07-04,3,2,2,3,2022,3,4,0,115.27806391749351
2022-07-04,3,19,4,3,2022,3,4,0,126.23526011070598
2022-07-04,3,12,2,3,2022,3,4,0,128.61566976553837
2022-07-04,3,18,3,3,2022,3,4,0,178.7066759482351
2022-07-04,3,0,1,3,2022,3,4,0,130.72134003518303
2022-07-04,3,5,0,3,2022,3,4,0,119.37352756447841
2022-07-04,3,4,4,3,2022,3,4,0,135.79216756237665
2022-07-04,3,14,3,3,2022,3,4,0,119.46915219056054
2022-07-04,3,9,3,3,2022,3,4,0,137.93706656903805
2022-07-04,3,3,1,3,2022,3,4,0,146.55634334760762
2022-07-04,3,13,3,3,2022,3,4,0,140.04656239464344
2022-07-04,3,8,1,3,2022,3,4,0,133.6962282656212
2022-07-04,3,17,2,3,2022,3,4,0,161.50876298038125
2022-07-04,3,7,0,3,2022,3,4,0,142.43313428490913
2022-07-04,3,11,0,3,2022,3,4,0,126.74052644029868
2022-07-04,3,1,1,3,2022,3,4,0,137.7817178766535
2022-07-04,3,16,2,3,2022,3,4,0,128.84736583520703
2022-07-04,3,10,0,3,2022,3,4,0,138.02408031848364
2022-07-04,3,15,1,3,2022,3,4,0,114.66090102210465
2022-07-04,4,6,3,2,2022,3,4,0,125.03520350814205
2022-07-04,4,2,1,2,2022,3,4,0,135.45698561428264
2022-07-04,4,19,2,2,2022,3,4,0,123.49546714041249
2022-07-04,4,18,3,2,2022,3,4,0,113.68706614298173
2022-07-04,4,0,2,2,2022,3,4,0,130.58231001646422
2022-07-04,4,5,1,2,2022,3,4,0,148.68406813718724
2022-07-04,4,14,1,2,2022,3,4,0,130.92348731944492
2022-07-04,4,9,2,2,2022,3,4,0,149.9107886149231
2022-07-04,4,3,4,2,2022,3,4,0,133.4245138827569
2022-07-04,4,13,1,2,2022,3,4,0,117.01147046024568
2022-07-04,4,8,3,2,2022,3,4,0,135.68091108432463
2022-07-04,4,17,2,2,2022,3,4,0,134.82616288428113
